Aadhar Number/Unique ID,Name,Age,Annual Income (INR),Vehicle Ownership,Interest in EVs,Preferred Features,Financing Options,Region,Gender
628000000000,kuldeep singh,50,630007,1,Medium,Affordable Price,No Down Payment,Region-63,Male
620000000000,kali charan sain,42,349987,0,Medium,Affordable Price,No Down Payment,Region-82,Male
246000000000,sandeep,53,1449363,1,High,Environment Friendly,No Down Payment,Region-95,Female
195000000000,manav,41,1214647,1,High,Affordable Price,Flexible EMI,Region-93,Female
580000000000,kalish,48,1777294,0,Low,Fast Charging,No Down Payment,Region-2,Male
162000000000,mansur malik,56,921371,1,High,Environment Friendly,Flexible EMI,Region-31,Male
548000000000,mohd. imran,63,1904552,2,Low,Environment Friendly,Low Interest,Region-38,Female
580000000000,nand lal,30,1194466,1,High,Long Range,Low Interest,Region-7,Female
398000000000,manender pratap,27,1456982,0,High,Luxury Features,Flexible EMI,Region-10,Male
331000000000,kanhiya sukla,40,1355880,2,Medium,Environment Friendly,Low Interest,Region-77,Female
796000000000,rohit,35,959409,0,Low,Environment Friendly,Low Interest,Region-59,Female
763000000000,deepak,49,309495,1,High,Environment Friendly,Low Interest,Region-1,Male
927000000000,arvind mali,50,1111139,0,High,Long Range,Low Interest,Region-37,Male
339000000000,manak chand,53,1279424,2,Medium,Environment Friendly,No Down Payment,Region-25,Female
975000000000,gopal singh,45,606688,0,High,Luxury Features,Low Interest,Region-94,Female
68246443471,deepak,33,986066,0,High,Luxury Features,No Down Payment,Region-66,Female
428000000000,jagjiwan ram,33,925058,2,High,Environment Friendly,Low Interest,Region-100,Male
206000000000,jagdish,35,1775785,1,Medium,Long Range,Flexible EMI,Region-88,Non-binary
209000000000,bansilal,25,314987,1,Medium,Affordable Price,Flexible EMI,Region-76,Female
418000000000,dhramender singh,59,450161,0,Low,Environment Friendly,No Down Payment,Region-5,Male
411000000000,mho. alpej,33,1938861,1,High,Environment Friendly,Flexible EMI,Region-56,Male
479000000000,jalaluddin,72,1360041,3,High,Fast Charging,No Down Payment,Region-79,Female
598000000000,chandan tivari,73,1860465,1,Medium,Long Range,Low Interest,Region-42,Non-binary
817000000000,mohd nihal,28,1430647,2,High,Luxury Features,Flexible EMI,Region-64,Female
473000000000,sachin,23,1119072,3,High,Long Range,No Down Payment,Region-49,Male
294000000000,mohan singh tyagi,18,638141,1,Medium,Long Range,No Down Payment,Region-46,Female
181000000000,bhushan kumar,29,1360942,1,High,Environment Friendly,Low Interest,Region-71,Female
62611901250,dinesh kumar,74,1116327,1,Medium,Fast Charging,Low Interest,Region-2,Male
940000000000,gulshan kumar,55,1612505,0,Low,Environment Friendly,Flexible EMI,Region-67,Female
528000000000,om prakash,45,1354818,1,Low,Long Range,No Down Payment,Region-4,Male
748000000000,"suresh ,umar jain",62,936904,2,High,Environment Friendly,Low Interest,Region-62,Male
114000000000,shahrukh khan,34,626543,1,Medium,Long Range,Flexible EMI,Region-80,Male
533000000000,amarjeet,18,1617076,2,Medium,Luxury Features,No Down Payment,Region-27,Male
190000000000,ramesh kumar,49,1863790,2,Low,Environment Friendly,Low Interest,Region-86,Male
626000000000,sahid hussain,25,1240733,3,Low,Environment Friendly,Flexible EMI,Region-67,Male
954000000000,satbir,71,1958244,2,Low,Luxury Features,Flexible EMI,Region-17,Female
283000000000,suresh kumar jain,57,1104652,1,Medium,Environment Friendly,Low Interest,Region-86,Female
940000000000,naeem khan,73,801109,2,High,Long Range,Low Interest,Region-52,Female
417000000000,not available,60,1183654,1,Low,Affordable Price,No Down Payment,Region-71,Female
397000000000,azad singh,63,755066,1,Low,Environment Friendly,No Down Payment,Region-57,Female
659000000000,manish kumar,41,1907125,1,Low,Luxury Features,Low Interest,Region-30,Male
762000000000,bobby,27,1268204,1,High,Luxury Features,Flexible EMI,Region-72,Female
355000000000,narayan dutt,64,1046256,1,Medium,Affordable Price,Low Interest,Region-83,Male
339000000000,ramswaroop,56,1452043,1,High,Long Range,No Down Payment,Region-71,Female
533000000000,mukesh jat,56,1653100,0,Low,Fast Charging,No Down Payment,Region-65,Female
169000000000,satyam,27,641977,0,Low,Long Range,Low Interest,Region-16,Male
262000000000,veer singh@ monu,53,928296,1,High,Environment Friendly,No Down Payment,Region-95,Female
16879501755,ram kishan,42,1174756,2,Medium,Luxury Features,Flexible EMI,Region-27,Male
935000000000,rinku,67,1214150,1,High,Luxury Features,No Down Payment,Region-74,Female
715000000000,banty babu,74,1453568,0,High,Long Range,Flexible EMI,Region-98,Female
123000000000,rakesh kumar,27,1899875,2,High,Long Range,No Down Payment,Region-47,Male
712000000000,nitin,36,1528251,2,High,Environment Friendly,Flexible EMI,Region-14,Non-binary
693000000000,vikash @kaka,63,393593,2,High,Long Range,Low Interest,Region-2,Male
573000000000,bal kishan,62,942627,1,High,Affordable Price,Flexible EMI,Region-39,Female
996000000000,sabir hussain,32,449519,0,Medium,Affordable Price,Low Interest,Region-55,Male
272000000000,monu,33,1432516,1,High,Fast Charging,No Down Payment,Region-86,Male
709000000000,muslim shekh,19,386677,1,Low,Luxury Features,Flexible EMI,Region-26,Male
395000000000,roshan,46,1293381,0,Medium,Environment Friendly,Flexible EMI,Region-44,Male
434000000000,akbar,21,536729,0,Medium,Environment Friendly,No Down Payment,Region-69,Male
484000000000,gopal singh,70,767894,2,Low,Long Range,No Down Payment,Region-38,Female
338000000000,nisha,67,1462146,1,High,Luxury Features,Flexible EMI,Region-80,Male
403000000000,jagat singh,46,1675303,0,High,Fast Charging,Low Interest,Region-12,Male
282000000000,anuj sharma,48,887344,1,High,Fast Charging,No Down Payment,Region-17,Male
958000000000,anil kumar,34,381468,1,Medium,Fast Charging,Flexible EMI,Region-25,Male
491000000000,kanta prasad,27,1209329,0,High,Luxury Features,No Down Payment,Region-64,Female
112000000000,aashik ajiz,44,1054233,1,Medium,Fast Charging,No Down Payment,Region-88,Male
230000000000,sachin,70,337880,0,Medium,Affordable Price,Low Interest,Region-11,Female
746000000000,vikram singh,58,301355,2,Medium,Long Range,Low Interest,Region-18,Female
866000000000,roop singh,32,406360,2,High,Fast Charging,Low Interest,Region-36,Male
589000000000,shetan,61,883224,1,High,Affordable Price,Flexible EMI,Region-3,Female
804000000000,bablu,48,512694,1,High,Affordable Price,No Down Payment,Region-83,Male
761000000000,shahnawaj,38,1566699,0,Medium,Environment Friendly,Low Interest,Region-70,Male
317000000000,shree ram,58,1605610,1,High,Long Range,Flexible EMI,Region-87,Male
493000000000,puran singh,63,510828,1,Low,Environment Friendly,Low Interest,Region-71,Male
311000000000,iklakh,62,1395842,1,Medium,Luxury Features,Low Interest,Region-9,Male
625000000000,ravindra singh,43,1537863,0,High,Affordable Price,No Down Payment,Region-66,Male
895000000000,ravindra singh,55,923426,1,High,Environment Friendly,Flexible EMI,Region-47,Female
37090848482,karan singh,68,884944,1,Medium,Long Range,No Down Payment,Region-50,Female
100000000000,deepu,53,1402680,1,Low,Affordable Price,Low Interest,Region-64,Male
645000000000,halkuji,69,1425420,1,Low,Fast Charging,No Down Payment,Region-47,Male
537000000000,kunal kumar,34,300969,1,High,Long Range,Flexible EMI,Region-75,Male
60209262171,shahrukh,68,1709616,1,Medium,Fast Charging,Low Interest,Region-67,Male
537000000000,matadeen,20,1086686,0,High,Luxury Features,Low Interest,Region-42,Male
767000000000,amit kumar,31,1752098,2,High,Fast Charging,Low Interest,Region-49,Female
797000000000,avdhesh,66,1938380,1,Medium,Fast Charging,Low Interest,Region-30,Male
465000000000,ragwender sharma,30,1965941,0,Low,Luxury Features,Flexible EMI,Region-8,Female
462000000000,vinay,58,1848890,1,High,Luxury Features,No Down Payment,Region-37,Female
326000000000,jai kumar gupta,44,764657,1,High,Fast Charging,Flexible EMI,Region-85,Female
638000000000,md sahid,18,1154399,0,Medium,Affordable Price,Low Interest,Region-8,Female
285000000000,ram darshan,74,766508,1,Low,Affordable Price,Flexible EMI,Region-63,Female
728000000000,surat singh,34,501961,2,Medium,Environment Friendly,Low Interest,Region-11,Male
492000000000,md. arfan,65,874405,1,High,Environment Friendly,Low Interest,Region-58,Male
108000000000,shahrukh,67,1874601,1,Low,Luxury Features,No Down Payment,Region-34,Male
708000000000,rakesh,51,906692,0,Low,Long Range,Low Interest,Region-39,Female
223000000000,gurvinder singh,31,1766117,2,Medium,Fast Charging,Flexible EMI,Region-16,Male
677000000000,rinkoo,71,1491974,1,Low,Luxury Features,Flexible EMI,Region-71,Female
456000000000,dheeraj,72,783338,0,Medium,Luxury Features,No Down Payment,Region-4,Male
558000000000,vinay kumar,34,1623631,1,High,Luxury Features,No Down Payment,Region-96,Male
832000000000,islam,20,613323,0,High,Affordable Price,Low Interest,Region-46,Female
705000000000,dilshad saifi,51,1584179,0,Medium,Long Range,Low Interest,Region-22,Non-binary
81026194049,babar ali khan,57,625689,0,Low,Affordable Price,Low Interest,Region-71,Female
830000000000,arvind @ milla,42,540655,0,Low,Environment Friendly,Low Interest,Region-13,Male
171000000000,jai singh,19,1212350,0,High,Luxury Features,Flexible EMI,Region-82,Female
770000000000,badri narayan yadav,51,610748,2,High,Affordable Price,Low Interest,Region-42,Female
205000000000,pawan malhotra,43,1568549,2,Low,Luxury Features,No Down Payment,Region-34,Male
897000000000,veepinchand midas,48,1685052,1,Medium,Long Range,Flexible EMI,Region-13,Female
727000000000,ashok,26,1955752,1,High,Fast Charging,Flexible EMI,Region-98,Male
50042826267,ahsan,47,316820,1,Medium,Affordable Price,Low Interest,Region-29,Male
146000000000,jai singh,37,900790,1,High,Long Range,Low Interest,Region-47,Female
360000000000,sanjay rana,38,1722991,1,Low,Fast Charging,Flexible EMI,Region-69,Female
216000000000,���������������������,46,1415921,1,Low,Luxury Features,No Down Payment,Region-95,Female
716000000000,raj kumar,42,470386,1,Low,Long Range,Low Interest,Region-11,Male
969000000000,vijay kukreja,55,1127307,1,High,Environment Friendly,Flexible EMI,Region-63,Male
460000000000,shivam,61,1313689,1,Low,Fast Charging,Flexible EMI,Region-51,Male
321000000000,vijay,42,1419369,1,Medium,Fast Charging,Low Interest,Region-60,Male
280000000000,pawan gupta,26,1298091,2,High,Luxury Features,No Down Payment,Region-47,Male
709000000000,bhagwan dass,56,1615629,1,Medium,Environment Friendly,Flexible EMI,Region-4,Female
803000000000,deepak @ sonu,61,1965745,3,Low,Affordable Price,Flexible EMI,Region-7,Female
879000000000,rajeev dutt,43,314866,1,Medium,Long Range,Flexible EMI,Region-87,Male
867000000000,sonu,74,1083834,0,High,Luxury Features,Low Interest,Region-31,Male
499000000000,rishabh,54,544734,1,Low,Environment Friendly,Flexible EMI,Region-81,Female
358000000000,rakesh,33,1311567,1,High,Fast Charging,Flexible EMI,Region-74,Female
380000000000,anmol,54,1676717,1,Low,Fast Charging,Low Interest,Region-86,Male
701000000000,bachu kak,29,1639180,1,Medium,Fast Charging,No Down Payment,Region-30,Female
401000000000,kundan kr,41,348500,0,Medium,Environment Friendly,Flexible EMI,Region-29,Male
912000000000,puran chand,43,1548417,3,Medium,Environment Friendly,Low Interest,Region-81,Female
136000000000,naveen,37,822881,2,High,Affordable Price,No Down Payment,Region-43,Female
284000000000,moolchand,26,1080331,1,Low,Long Range,Low Interest,Region-85,Male
697000000000,lalaram @ kalu,40,574272,0,High,Fast Charging,No Down Payment,Region-22,Female
45485569606,aditya,56,1878066,2,Medium,Affordable Price,Low Interest,Region-48,Male
194000000000,sarfraj,46,1187675,1,High,Environment Friendly,No Down Payment,Region-48,Female
872000000000,samser khan,48,560731,1,High,Affordable Price,No Down Payment,Region-57,Male
173000000000,rustam,36,790010,1,Medium,Fast Charging,Low Interest,Region-22,Female
205000000000,avadh bihari,37,1527613,1,Low,Long Range,Flexible EMI,Region-27,Male
411000000000,dheeraj,40,1248742,0,High,Affordable Price,No Down Payment,Region-87,Male
609000000000,rohit,60,1952122,1,High,Environment Friendly,Low Interest,Region-63,Female
776000000000,talib kha,44,954676,1,Medium,Luxury Features,Flexible EMI,Region-4,Male
845000000000,shashwat,47,1459878,1,Medium,Luxury Features,Flexible EMI,Region-90,Female
777000000000,vimlesh,38,1004600,1,High,Affordable Price,Low Interest,Region-81,Female
792000000000,ankit,61,383583,0,Medium,Environment Friendly,Low Interest,Region-3,Male
600000000000,suraj,52,1286341,0,High,Affordable Price,No Down Payment,Region-81,Male
500000000000,sandeep,66,1009649,0,High,Affordable Price,Low Interest,Region-40,Male
94751869606,mahindra kumar,24,884352,0,Medium,Luxury Features,Flexible EMI,Region-83,Female
990000000000,chander mohan,39,397119,1,Medium,Affordable Price,Low Interest,Region-82,Male
980000000000,shivam,27,1822968,0,High,Luxury Features,Flexible EMI,Region-28,Female
671000000000,arun yadav,40,1895277,1,Medium,Environment Friendly,Flexible EMI,Region-15,Male
443000000000,sanny s/o ram shanker,32,1168773,1,Medium,Environment Friendly,Low Interest,Region-51,Female
76932737401,mohd sahil,47,1004259,1,Medium,Environment Friendly,Flexible EMI,Region-26,Female
97344457345,salman,51,386891,1,Medium,Luxury Features,Flexible EMI,Region-35,Female
599000000000,abhishek,30,781981,1,High,Fast Charging,No Down Payment,Region-80,Male
533000000000,sahid,21,1025329,0,Medium,Fast Charging,Flexible EMI,Region-15,Non-binary
177000000000,mohmmd shahid,35,333033,0,Low,Fast Charging,No Down Payment,Region-5,Male
959000000000,mayur bhatia,73,663298,1,High,Fast Charging,No Down Payment,Region-46,Female
877000000000,hazari,40,1349954,1,High,Environment Friendly,No Down Payment,Region-24,Male
597000000000,virender verma @ bindu,50,1748295,2,Medium,Fast Charging,No Down Payment,Region-2,Male
244000000000,vinod kumar,51,1454037,1,Medium,Affordable Price,Flexible EMI,Region-59,Female
773000000000,deepak sharma,51,998134,0,Medium,Luxury Features,Flexible EMI,Region-36,Male
683000000000,tinku,53,943392,1,Medium,Fast Charging,Low Interest,Region-45,Female
319000000000,hasan shekh,52,595761,1,Medium,Environment Friendly,No Down Payment,Region-95,Female
994000000000,suryanath pal,34,1484462,0,Medium,Fast Charging,Flexible EMI,Region-94,Male
202000000000,amir,45,1013695,0,High,Luxury Features,No Down Payment,Region-76,Female
818000000000,tarun kuamr,31,1634483,1,High,Long Range,No Down Payment,Region-37,Female
690000000000,javed,51,1489648,2,Low,Long Range,Low Interest,Region-57,Female
859000000000,akilesh,65,1822616,1,Low,Environment Friendly,No Down Payment,Region-85,Female
127000000000,ashwani saluja,28,1745066,1,Medium,Environment Friendly,Flexible EMI,Region-12,Female
476000000000,nittin rana,74,1529516,0,High,Environment Friendly,Flexible EMI,Region-35,Female
381000000000,umesh yadav,30,1664952,1,Medium,Fast Charging,Flexible EMI,Region-22,Male
94945064918,chotu @ sahil,50,969587,1,Medium,Luxury Features,Flexible EMI,Region-100,Male
856000000000,kamlesh,74,448351,1,Medium,Luxury Features,No Down Payment,Region-72,Male
595000000000,om parkash,72,1030264,1,Medium,Luxury Features,Flexible EMI,Region-91,Male
120000000000,subhash,19,1544588,1,High,Long Range,Low Interest,Region-27,Female
375000000000,sanjay kumar,51,473808,1,High,Luxury Features,No Down Payment,Region-100,Male
856000000000,rajan,70,1703636,0,Medium,Environment Friendly,Flexible EMI,Region-7,Male
494000000000,vijay,46,1311008,1,Low,Fast Charging,Flexible EMI,Region-3,Female
169000000000,sat pal,54,702867,2,Low,Long Range,Low Interest,Region-4,Female
62281820588,sourabh,21,1170895,1,Medium,Fast Charging,No Down Payment,Region-88,Male
384000000000,jeetu,29,307771,0,High,Affordable Price,Low Interest,Region-8,Male
810000000000,sumit,43,641140,1,High,Environment Friendly,Low Interest,Region-45,Female
305000000000,chandan kumar yadav,45,1680893,1,High,Long Range,Flexible EMI,Region-77,Male
580998744,kamal singh,20,465189,3,Medium,Environment Friendly,Flexible EMI,Region-73,Female
161000000000,sehzada iqwal,37,1974154,1,Medium,Fast Charging,Low Interest,Region-20,Female
219000000000,rahul sisodiya,27,1556706,1,Medium,Luxury Features,No Down Payment,Region-84,Male
828000000000,ashutosh sharma,69,1017497,1,Low,Affordable Price,No Down Payment,Region-5,Male
37854980466,shiv kant,35,1907754,1,Medium,Environment Friendly,No Down Payment,Region-46,Female
766000000000,gurmeet singh,70,1966604,0,High,Affordable Price,Low Interest,Region-69,Female
672000000000,sardar gurmeet singh chauhan,70,641572,0,High,Fast Charging,No Down Payment,Region-35,Male
560000000000,vikash,70,308689,0,High,Environment Friendly,Flexible EMI,Region-65,Female
807000000000,raja ravidas,44,1376639,0,Medium,Luxury Features,Low Interest,Region-15,Male
877000000000,amit,48,1667918,0,Medium,Affordable Price,Low Interest,Region-17,Female
497000000000,shripal,44,1865393,1,Medium,Long Range,Low Interest,Region-76,Female
211000000000,amuchla barman,59,1559246,1,Low,Fast Charging,No Down Payment,Region-46,Female
640000000000,moh. harun,18,1874227,2,High,Environment Friendly,No Down Payment,Region-100,Non-binary
267000000000,arun,23,433823,1,Medium,Long Range,Flexible EMI,Region-61,Male
67900513067,raj kishor mishra (work kartar ply wood factory kh,28,1210195,2,Medium,Luxury Features,No Down Payment,Region-43,Male
374000000000,dilbar,51,1880646,1,High,Luxury Features,No Down Payment,Region-79,Male
206000000000,rajesh mishra,56,1693904,0,High,Affordable Price,No Down Payment,Region-78,Female
487000000000,chhedilal chaursiya,37,608135,1,Medium,Fast Charging,No Down Payment,Region-91,Male
190000000000,parsnath,70,633019,1,High,Environment Friendly,Flexible EMI,Region-22,Male
750000000000,gulshad,38,1047916,1,Low,Long Range,Flexible EMI,Region-9,Non-binary
926000000000,rizwan,38,1245113,2,High,Environment Friendly,Flexible EMI,Region-47,Female
488000000000,ritik,35,1143087,1,High,Long Range,No Down Payment,Region-85,Male
955000000000,siwani,38,1551032,1,High,Fast Charging,No Down Payment,Region-3,Non-binary
332000000000,arshad,36,887465,2,Medium,Luxury Features,Low Interest,Region-52,Female
189000000000,gangadhar,21,1406972,1,High,Luxury Features,Low Interest,Region-31,Male
494000000000,ashu @ satender,30,1103309,0,Medium,Environment Friendly,No Down Payment,Region-13,Female
177000000000,ankit,35,318405,1,High,Environment Friendly,Low Interest,Region-2,Female
91313896969,pradeep kumar,69,416435,1,High,Affordable Price,Flexible EMI,Region-78,Male
864000000000,ram niwas,46,346233,1,High,Long Range,Flexible EMI,Region-7,Female
436000000000,dinesh pareek,42,1107903,2,High,Affordable Price,Flexible EMI,Region-29,Male
442000000000,sahab ram,73,1614022,0,Medium,Long Range,Low Interest,Region-4,Non-binary
798000000000,baburam,30,1199898,1,Medium,Fast Charging,Flexible EMI,Region-4,Female
708000000000,sandeep kumar @messi,44,1690768,2,High,Environment Friendly,Flexible EMI,Region-88,Female
866000000000,mr. mohan lal keer,36,922260,1,High,Long Range,Flexible EMI,Region-21,Non-binary
670000000000,sardar kawaljeet singh,66,1241015,1,Low,Luxury Features,No Down Payment,Region-45,Female
517000000000,udaiy kumar,18,1222526,1,Medium,Fast Charging,No Down Payment,Region-28,Non-binary
348000000000,ram avtar,55,1653959,1,Low,Luxury Features,Flexible EMI,Region-8,Male
233000000000,sachin,36,1027051,1,High,Fast Charging,Flexible EMI,Region-42,Female
742000000000,amrit singh,69,1576664,2,High,Long Range,No Down Payment,Region-17,Female
397000000000,shahrukh,18,423811,0,Medium,Luxury Features,No Down Payment,Region-9,Female
264000000000,shyam sharma,57,1207529,1,High,Long Range,Low Interest,Region-61,Female
486000000000,ajay singh,34,359269,0,Medium,Affordable Price,No Down Payment,Region-84,Female
681000000000,vijay kapoor,38,927846,1,High,Fast Charging,Flexible EMI,Region-69,Male
99684381808,rajbir@changa,39,1439444,1,High,Environment Friendly,No Down Payment,Region-99,Female
476000000000,satya parkash,32,1800190,0,High,Luxury Features,Flexible EMI,Region-41,Female
918000000000,ravi @golu,67,1082170,1,Medium,Long Range,Low Interest,Region-29,Male
820000000000,deepak,56,1148327,0,Medium,Luxury Features,No Down Payment,Region-76,Female
10598846010,sultan,65,1970247,1,High,Long Range,Low Interest,Region-54,Male
545000000000,iqbal hussain,56,1869198,1,High,Affordable Price,Flexible EMI,Region-32,Female
795000000000,suraj,49,1859933,0,Medium,Environment Friendly,Flexible EMI,Region-95,Female
767000000000,harsh @ prince,66,1646004,0,High,Luxury Features,Flexible EMI,Region-95,Male
15666875245,rajender kumar,21,741856,1,Medium,Luxury Features,Flexible EMI,Region-65,Non-binary
549000000000,sher hasan,61,1239957,1,Medium,Long Range,Low Interest,Region-43,Female
288000000000,mohit parsad uniyal,62,1577873,0,High,Long Range,No Down Payment,Region-69,Male
546000000000,arun,49,1962158,1,High,Luxury Features,No Down Payment,Region-100,Female
811000000000,jawhar lal,21,1554022,0,Medium,Affordable Price,Flexible EMI,Region-76,Female
302000000000,vikash,70,804254,1,High,Luxury Features,Flexible EMI,Region-80,Male
310000000000,manoj,18,802542,1,High,Fast Charging,Low Interest,Region-16,Female
444000000000,harshit,50,1255480,0,High,Fast Charging,Low Interest,Region-21,Female
111000000000,gjender,24,1594530,0,Low,Luxury Features,Flexible EMI,Region-33,Female
847000000000,jitender,26,1231229,1,Low,Affordable Price,Flexible EMI,Region-26,Male
502000000000,amit kumar,18,768089,0,Medium,Long Range,No Down Payment,Region-3,Male
605000000000,tulshi ram,33,1336483,0,High,Long Range,No Down Payment,Region-23,Female
250000000000,ramesh,35,474115,1,Medium,Luxury Features,No Down Payment,Region-89,Female
777000000000,pulkit,71,797730,1,High,Environment Friendly,Flexible EMI,Region-54,Male
25803212008,shamsuddin,64,1967716,1,High,Long Range,Low Interest,Region-84,Male
565000000000,parveen kumar,23,377080,1,Medium,Fast Charging,Low Interest,Region-47,Female
119000000000,imran s/o maman singh,19,1544638,1,Medium,Fast Charging,Low Interest,Region-36,Male
55189076509,deen mohammad,26,1304554,1,High,Environment Friendly,Flexible EMI,Region-35,Male
862000000000,amit pande,21,1954727,1,Low,Environment Friendly,Flexible EMI,Region-43,Female
931000000000,arif,62,1889569,2,High,Fast Charging,Low Interest,Region-33,Male
744000000000,amreek singh,40,363131,1,Medium,Luxury Features,Low Interest,Region-5,Female
186000000000,naresh kumar,71,1162447,1,Medium,Luxury Features,Low Interest,Region-4,Male
154000000000,sandeep,60,1687579,0,High,Luxury Features,Flexible EMI,Region-58,Female
914000000000,manjeet singh,62,1033833,0,High,Fast Charging,No Down Payment,Region-52,Male
841000000000,bhupender kumar,60,1502737,0,High,Environment Friendly,No Down Payment,Region-72,Male
218000000000,harish chand dua,68,1153670,1,Low,Affordable Price,Flexible EMI,Region-75,Female
243000000000,paramjeet,25,638084,1,Medium,Fast Charging,No Down Payment,Region-50,Female
289000000000,ashok,56,661278,0,High,Fast Charging,Low Interest,Region-27,Male
960000000000,raja,42,1042886,1,Low,Long Range,No Down Payment,Region-10,Female
168000000000,druga lal,33,623540,1,Medium,Luxury Features,Low Interest,Region-62,Female
882000000000,aashif,52,303877,3,High,Long Range,Flexible EMI,Region-20,Female
631000000000,karan,34,1194839,1,Medium,Fast Charging,Flexible EMI,Region-32,Female
291000000000,istyara ali,35,908544,1,Medium,Fast Charging,Low Interest,Region-48,Male
274000000000,ramesh megwal,44,1380394,2,High,Fast Charging,Low Interest,Region-91,Male
672000000000,ghanshyam balmiki,32,1055244,2,Medium,Affordable Price,No Down Payment,Region-49,Female
314000000000,kewal,34,348555,1,High,Long Range,Low Interest,Region-82,Female
385000000000,raja,60,1128800,1,Medium,Environment Friendly,Flexible EMI,Region-26,Female
494000000000,shyad furkahn hussain,22,1265684,1,High,Luxury Features,Flexible EMI,Region-35,Female
816000000000,rahul,33,1733774,1,High,Luxury Features,No Down Payment,Region-28,Male
169000000000,jubed,32,1176098,0,Low,Affordable Price,Low Interest,Region-65,Male
364000000000,sumit,59,1185209,1,Medium,Long Range,Low Interest,Region-98,Male
547000000000,sanu,63,822126,0,High,Luxury Features,No Down Payment,Region-26,Male
697000000000,ram siroman,51,672072,0,Medium,Fast Charging,Flexible EMI,Region-58,Male
19524838463,vijay bansal,65,1922285,0,Low,Long Range,Low Interest,Region-6,Male
784000000000,kishan,36,1375196,1,High,Luxury Features,No Down Payment,Region-50,Male
528000000000,prakash,25,683382,0,Medium,Long Range,No Down Payment,Region-49,Female
568000000000,satish chawla,64,1671259,1,Medium,Affordable Price,No Down Payment,Region-58,Male
168000000000,naresh paswan,27,1365653,1,Medium,Environment Friendly,No Down Payment,Region-46,Female
686000000000,manish lamba,22,383335,1,Medium,Environment Friendly,Low Interest,Region-89,Female
209000000000,naeem khan,69,347285,3,Medium,Long Range,No Down Payment,Region-81,Male
924000000000,ballu,65,744451,0,Low,Affordable Price,Low Interest,Region-90,Female
546000000000,punnet,70,972979,2,Low,Luxury Features,Flexible EMI,Region-21,Male
419000000000,sanjay tyagi,43,1942367,0,High,Fast Charging,No Down Payment,Region-96,Female
406000000000,dev chopra,39,1406053,2,Low,Long Range,No Down Payment,Region-25,Female
604000000000,chand,61,1900352,0,High,Long Range,Flexible EMI,Region-96,Male
649000000000,javed,40,903035,1,Medium,Luxury Features,No Down Payment,Region-63,Male
9345066633,aashis kumar,30,321169,0,Low,Fast Charging,Low Interest,Region-83,Male
21750076962,vikash,26,592517,1,Medium,Fast Charging,Flexible EMI,Region-66,Male
451000000000,mohd umar,66,1381245,0,High,Luxury Features,Flexible EMI,Region-35,Female
970000000000,farhan,37,1928141,1,Low,Long Range,Low Interest,Region-80,Male
144000000000,balraj,45,765386,1,High,Luxury Features,Low Interest,Region-80,Male
983000000000,ravi kumar,61,879408,2,High,Environment Friendly,Flexible EMI,Region-33,Male
950000000000,rajkumar,74,628520,1,Medium,Luxury Features,No Down Payment,Region-50,Female
106000000000,khushal singh,54,878523,1,High,Affordable Price,Low Interest,Region-24,Male
214000000000,amart mewada,41,1776021,0,Low,Long Range,Low Interest,Region-95,Female
585000000000,ramkesh,61,1888269,1,High,Affordable Price,Low Interest,Region-23,Male
806000000000,mohit,50,413307,0,Low,Long Range,Flexible EMI,Region-81,Male
856000000000,shakib,37,663920,2,Low,Long Range,No Down Payment,Region-97,Female
114000000000,ajay,65,971207,0,Medium,Environment Friendly,Low Interest,Region-37,Male
467000000000,raman,47,847835,1,Medium,Luxury Features,Flexible EMI,Region-100,Male
646000000000,srheeram s/o chimana ram,61,830863,1,Medium,Luxury Features,Flexible EMI,Region-63,Male
968000000000,tohid,26,1484491,1,High,Environment Friendly,No Down Payment,Region-56,Male
547000000000,sidhrath kumar,62,524059,1,High,Environment Friendly,Flexible EMI,Region-63,Male
957000000000,harib,66,1101284,0,Low,Fast Charging,Flexible EMI,Region-19,Male
153000000000,aasif,34,1138093,0,Medium,Affordable Price,Low Interest,Region-21,Female
455000000000,sahil,53,440229,3,Low,Long Range,Low Interest,Region-39,Female
523000000000,jat ram,31,1436518,1,Medium,Fast Charging,Low Interest,Region-83,Non-binary
952000000000,md. imtyaj,36,678870,1,High,Luxury Features,Flexible EMI,Region-72,Female
157000000000,rajat,24,1068180,1,High,Fast Charging,No Down Payment,Region-26,Male
938000000000,chander mehto,20,1197168,1,High,Luxury Features,No Down Payment,Region-51,Female
556000000000,harsh,50,1596186,0,Low,Environment Friendly,No Down Payment,Region-60,Male
546000000000,rihan,61,1421544,1,Medium,Long Range,Flexible EMI,Region-82,Female
575000000000,farhan,49,554686,1,Medium,Long Range,Low Interest,Region-78,Non-binary
104000000000,sahil,64,1105269,1,Medium,Long Range,Flexible EMI,Region-82,Female
382000000000,anil kumar,28,380684,3,High,Environment Friendly,Low Interest,Region-92,Male
44693942597,netram yadav,59,941992,0,High,Luxury Features,Flexible EMI,Region-97,Male
850000000000,sanjeev,19,1425306,1,High,Environment Friendly,Flexible EMI,Region-6,Male
897000000000,shyam lal,43,1315631,1,High,Long Range,No Down Payment,Region-7,Female
206000000000,bajrangi lal kasyap,21,970179,0,High,Long Range,Flexible EMI,Region-60,Male
122000000000,tony,34,765377,0,High,Long Range,No Down Payment,Region-61,Female
